"","ids","X.1","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp","lon_origin","lat_origin","lon_dest","lat_dest","fastest_time_in_s","fastest_distance_in_m","quietest_time_in_s","quietest_distance_in_m"
"4786",4785,4786,926119,"E02002382","E02002385",6,0,0,0,4,0,0,2,0,0,0,0,4644.0813185398,0.1185063103,0.711037862,0.711037862,-1.5121470392,53.8110109367,-1.5824764839,53.8079116016,1424,5874,1555,6047
"4787",4786,4787,926120,"E02002382","E02002386",21,0,0,0,5,2,0,10,1,0,1,2,5830.5881845758,0.0934722721,1.9629177151,1.9629177151,-1.5121470392,53.8110109367,-1.4237982697,53.8075625094,1520,6522,1540,6701
"4789",4788,4789,926122,"E02002382","E02002388",3,0,0,0,0,0,0,2,0,0,0,1,6464.6851837491,0.0823390466,0.2470171399,0.2470171399,-1.5121470392,53.8110109367,-1.6102509195,53.8088425684,2209,8886,2351,9173
"4790",4789,4790,926123,"E02002382","E02002389",1,0,0,0,0,0,0,0,0,0,1,0,1401.5855638875,0.2266632332,0.2266632332,0.2266632332,-1.5121470392,53.8110109367,-1.4912905295,53.8084967192,349,1878,359,1897
"4791",4790,4791,926124,"E02002382","E02002390",11,0,0,0,4,0,0,2,3,0,2,0,2863.9090425976,0.1691863324,1.8610496564,1.8610496564,-1.5121470392,53.8110109367,-1.4693922426,53.8062954254,921,4041,957,4244
"4793",4792,4793,926126,"E02002382","E02002392",36,0,0,0,15,1,0,12,1,0,7,0,3289.3941293116,0.1553846489,5.5938473613,5.5938473613,-1.5121470392,53.8110109367,-1.5609149148,53.8046175701,1064,3868,1148,4139
"4794",4793,4794,926127,"E02002382","E02002393",94,0,0,0,9,11,0,19,7,1,44,3,1054.9839934389,0.2429329978,22.8357017901,21.8357017901,-1.5121470392,53.8110109367,-1.523831007,53.804524144,197,1202,197,1202
"4795",4794,4795,926128,"E02002382","E02002394",46,0,0,0,4,0,0,12,3,1,26,0,895.1221779311,0.2508256407,11.5379794709,10.5379794709,-1.5121470392,53.8110109367,-1.5096383515,53.8031039327,304,1406,342,1538
"4797",4796,4797,926130,"E02002382","E02002396",14,0,0,0,5,0,0,7,2,0,0,0,6607.0479119371,0.0800277054,1.1203878757,1.1203878757,-1.5121470392,53.8110109367,-1.611086847,53.8011739849,2297,8103,2506,8676
"4799",4798,4799,926132,"E02002382","E02002398",1,0,0,0,1,0,0,0,0,0,0,0,4606.5873000078,0.1193983062,0.1193983062,0.1193983062,-1.5121470392,53.8110109367,-1.460795059,53.7829085208,1394,5659,1495,6176
"4800",4799,4800,926133,"E02002382","E02002399",43,0,0,0,8,2,0,22,0,3,7,1,2708.9968068139,0.1745101862,7.5039380045,4.5039380045,-1.5121470392,53.8110109367,-1.5026560497,53.78732075,665,3408,816,3924
"4801",4800,4801,926134,"E02002382","E02002400",55,0,0,0,10,10,0,25,5,2,1,2,4694.0703511472,0.1173274102,6.4530075611,4.4530075611,-1.5121470392,53.8110109367,-1.5794874121,53.7971878792,1550,5787,1634,6175
"4802",4801,4802,926135,"E02002382","E02002401",2,0,0,0,0,0,0,1,0,1,0,0,3680.987144779,0.1436794887,0.2873589773,-0.7126410227,-1.5121470392,53.8110109367,-1.4836544556,53.7825528843,853,4525,954,5042
"4803",4802,4803,926136,"E02002382","E02002402",6,0,0,0,2,0,0,3,0,0,1,0,5375.8964867943,0.1023709701,0.6142258206,0.6142258206,-1.5121470392,53.8110109367,-1.4368532119,53.7923560633,1682,6895,1809,7095
"4805",4804,4805,926138,"E02002382","E02002404",45,0,0,0,9,5,0,21,4,0,6,0,2114.9208376721,0.1965267014,8.8437015635,8.8437015635,-1.5121470392,53.8110109367,-1.5185093357,53.7923791487,591,2882,687,2936
"4807",4806,4807,926140,"E02002382","E02002407",4,0,0,0,1,0,0,1,0,0,2,0,6808.5384926066,0.0768668555,0.3074674221,0.3074674221,-1.5121470392,53.8110109367,-1.609748378,53.7908519873,2205,8055,2250,8636
"4809",4808,4809,926142,"E02002382","E02002410",5,0,0,0,0,0,0,2,1,1,1,0,5567.5329269169,0.0985216075,0.4926080373,-0.5073919627,-1.5121470392,53.8110109367,-1.5870002098,53.7877647368,1771,6469,1914,6831
"4810",4809,4810,926143,"E02002382","E02002411",27,0,0,0,15,0,0,11,0,0,1,0,4354.2465311843,0.1255787646,3.3906266453,3.3906266453,-1.5121470392,53.8110109367,-1.5612145536,53.7847868814,1246,5474,1426,5404
"4811",4810,4811,926144,"E02002382","E02002412",9,0,0,1,2,0,0,5,1,0,0,0,7315.692967611,0.0694525566,0.6250730097,0.6250730097,-1.5121470392,53.8110109367,-1.6064431662,53.7762799407,2661,9544,2996,9492
"4812",4811,4812,926145,"E02002382","E02002414",10,0,0,0,1,0,0,7,1,0,1,0,3915.5780943818,0.1370940046,1.3709400464,1.3709400464,-1.5121470392,53.8110109367,-1.5451628768,53.781746077,1051,4790,1355,5890
"4813",4812,4813,926146,"E02002382","E02002415",5,0,0,0,0,0,0,5,0,0,0,0,4770.00011845,0.115559142,0.5777957101,0.5777957101,-1.5121470392,53.8110109367,-1.5495116861,53.7742881837,1377,5688,1645,6668
"4817",4816,4817,926150,"E02002382","E02002419",17,0,0,0,8,0,0,6,3,0,0,0,6042.474737709,0.089593926,1.5230967414,1.5230967414,-1.5121470392,53.8110109367,-1.5759700333,53.7720065627,1805,7339,2011,7273
"4818",4817,4818,926151,"E02002382","E02002420",16,0,0,0,5,0,0,9,1,0,0,1,5705.5155797899,0.0958399257,1.5334388106,1.5334388106,-1.5121470392,53.8110109367,-1.5544406537,53.7662624593,1590,6522,2098,8244
"4819",4818,4819,926152,"E02002382","E02002421",2,0,0,0,2,0,0,0,0,0,0,0,5132.3502475393,0.1074808213,0.2149616426,0.2149616426,-1.5121470392,53.8110109367,-1.5311318696,53.766273027,1636,6512,1923,7669
"4820",4819,4820,926153,"E02002382","E02002422",10,0,0,0,5,0,0,3,1,0,1,0,7640.5453877671,0.0650836521,0.6508365205,0.6508365205,-1.5121470392,53.8110109367,-1.5870012411,53.7585630809,2609,9566,2870,9443
"4821",4820,4821,926154,"E02002382","E02002423",4,0,0,0,0,0,0,2,0,0,2,0,5756.8028342373,0.094861877,0.3794475082,0.3794475082,-1.5121470392,53.8110109367,-1.5221683155,53.7596112618,1873,7466,2213,8655
"4824",4823,4824,926157,"E02002382","E02002426",3,0,0,0,0,0,0,2,1,0,0,0,7776.423340279,0.0633387817,0.1900163451,0.1900163451,-1.5121470392,53.8110109367,-1.4497412823,53.7516900235,2402,10780,2660,11824
"4825",4824,4825,926158,"E02002382","E02002427",1,0,0,0,0,0,0,1,0,0,0,0,7000.0007331667,0.0739790783,0.0739790783,0.0739790783,-1.5121470392,53.8110109367,-1.4787898939,53.7512783244,2259,10269,3200,13398
"4826",4825,4826,926159,"E02002382","E02002428",4,0,0,0,2,0,0,2,0,0,0,0,6672.6791603624,0.078984106,0.3159364241,0.3159364241,-1.5121470392,53.8110109367,-1.5367152244,53.7528293516,2207,8653,2358,9067
"4827",4826,4827,926160,"E02002382","E02002429",1,0,0,0,1,0,0,0,0,0,0,0,7974.3406091818,0.0608805868,0.0608805868,0.0608805868,-1.5121470392,53.8110109367,-1.4668471226,53.7445513485,2636,11428,3604,14647
"4828",4827,4828,926161,"E02002382","E02002430",2,0,0,0,0,0,0,2,0,0,0,0,7563.4131231675,0.0660954461,0.1321908922,0.1321908922,-1.5121470392,53.8110109367,-1.5552160268,53.7479997938,2604,8997,2836,9962
"4834",4833,4834,926230,"E02002382","E02006852",9,0,0,0,3,0,0,4,0,0,2,0,5475.1961189679,0.1003579456,0.9032215103,0.9032215103,-1.5121470392,53.8110109367,-1.5867043323,53.832819017,1813,6850,2161,7707
"4835",4834,4835,926231,"E02002382","E02006861",18,0,0,0,5,0,0,6,2,0,4,1,3566.8738903318,0.1469963412,2.6459341414,2.6459341414,-1.5121470392,53.8110109367,-1.5650215028,53.8179856472,1283,4515,1376,4891
"4836",4835,4836,926232,"E02002382","E02006875",287,0,0,5,158,5,2,67,18,2,29,1,2748.7476168014,0.1731283023,49.6878227541,47.6878227541,-1.5121470392,53.8110109367,-1.5455825172,53.7962246679,847,3418,1041,3437
"4837",4836,4837,926233,"E02002382","E02006876",83,0,0,1,31,1,0,32,13,1,4,0,4033.9713913746,0.1338859337,11.112532497,10.112532497,-1.5121470392,53.8110109367,-1.5182092462,53.7749327017,1170,5701,1230,5635
"4848",4847,4848,926344,"E02002383","E02002341",2,0,0,0,0,1,0,1,0,0,0,0,6611.4361808512,0.0799574996,0.1599149992,0.1599149992,-1.5711081108,53.8110117037,-1.5553319814,53.869697221,2683,8845,2915,8261
"4849",4848,4849,926345,"E02002383","E02002342",2,0,0,0,0,0,0,2,0,0,0,0,6683.3379148504,0.0788159109,0.1576318218,0.1576318218,-1.5711081108,53.8110117037,-1.6224194963,53.8628501517,2441,7607,2564,8209
"4850",4849,4850,926346,"E02002383","E02002344",3,0,0,0,2,0,0,1,0,0,0,0,5665.3730426723,0.0966124743,0.2898374228,0.2898374228,-1.5711081108,53.8110117037,-1.5253058419,53.8541243112,2334,7347,2511,7603
"4851",4850,4851,926347,"E02002383","E02002345",3,0,0,0,3,0,0,0,0,0,0,0,5320.9125162275,0.1035029352,0.3105088055,0.3105088055,-1.5711081108,53.8110117037,-1.5896573219,53.8575607216,1878,6112,2062,6919
"4852",4851,4852,926348,"E02002383","E02002346",1,0,0,0,0,0,0,1,0,0,0,0,5354.9199740454,0.1028013494,0.1028013494,0.1028013494,-1.5711081108,53.8110117037,-1.6186437517,53.8500711391,2160,6502,2210,6846
"4853",4852,4853,926349,"E02002383","E02002347",7,0,0,0,1,0,0,3,0,0,3,0,4436.7652630005,0.123523253,0.8646627713,0.8646627713,-1.5711081108,53.8110117037,-1.5519706135,53.8492478781,1989,5832,2179,5427
"4854",4853,4854,926350,"E02002383","E02002348",7,0,0,0,0,0,0,2,0,1,4,0,4490.7297743567,0.1221972472,0.8553807307,-0.1446192693,-1.5711081108,53.8110117037,-1.604851375,53.8460916699,1825,5242,1875,5586
"4855",4854,4855,926351,"E02002383","E02002349",2,0,0,0,0,0,0,1,0,1,0,0,6023.4110436062,0.0899361762,0.1798723525,-0.8201276475,-1.5711081108,53.8110117037,-1.4977270094,53.8433559571,2340,8039,2495,8198
"4856",4855,4856,926352,"E02002383","E02002350",18,0,1,5,4,0,0,3,1,1,3,0,6347.8257167881,0.0842861309,1.5171503571,0.5171503571,-1.5711081108,53.8110117037,-1.645681837,53.8471890098,2660,7718,2921,8152
"4858",4857,4858,926354,"E02002383","E02002352",12,0,0,0,6,0,0,5,0,0,1,0,4300.6354538321,0.1269324917,1.5231899007,1.5231899007,-1.5711081108,53.8110117037,-1.5316182735,53.8418058636,1919,5418,2022,5368
"4859",4858,4859,926355,"E02002383","E02002354",5,0,0,0,2,0,0,2,0,0,1,0,3492.9622000901,0.1491854309,0.7459271543,0.7459271543,-1.5711081108,53.8110117037,-1.5485327985,53.8394232219,1566,4385,1663,4331
"4860",4859,4860,926356,"E02002383","E02002356",15,0,0,0,8,0,0,4,1,0,2,0,7236.6040122263,0.0705598773,1.0583981589,1.0583981589,-1.5711081108,53.8110117037,-1.6698365717,53.8396256342,2343,8183,3104,11534
"4861",4860,4861,926357,"E02002383","E02002357",4,0,0,0,1,0,0,3,0,0,0,0,4723.8608582875,0.11663044,0.4665217599,0.4665217599,-1.5711081108,53.8110117037,-1.6291347025,53.835990229,1777,5894,2237,7962
"4862",4861,4862,926358,"E02002383","E02002358",3,0,0,0,2,0,0,1,0,0,0,0,7828.8656009643,0.0626779276,0.1880337829,0.1880337829,-1.5711081108,53.8110117037,-1.4598015075,53.8357920354,2932,10370,3261,11655
"4864",4863,4864,926360,"E02002383","E02002360",4,0,0,0,0,0,0,2,0,0,2,0,2651.4549585828,0.1765301146,0.7061204585,0.7061204585,-1.5711081108,53.8110117037,-1.5647986011,53.834548605,1221,3422,1413,3148
"4865",4864,4865,926361,"E02002383","E02002361",1,0,0,0,1,0,0,0,0,0,0,0,4246.8854944411,0.1283043756,0.1283043756,0.1283043756,-1.5711081108,53.8110117037,-1.5143714712,53.8291749544,1863,6427,2190,7191
"4866",4865,4866,926362,"E02002383","E02002362",4,0,0,0,1,0,0,2,0,0,1,0,3525.5753219898,0.148215517,0.5928620679,0.5928620679,-1.5711081108,53.8110117037,-1.6131811509,53.8306166402,1311,4262,1359,4479
"4867",4866,4867,926363,"E02002383","E02002363",13,0,0,0,4,0,0,4,0,4,1,0,3103.0296801829,0.1612855729,2.096712448,-1.903287552,-1.5711081108,53.8110117037,-1.5348689623,53.828844426,1624,5254,1758,4872
"4868",4867,4868,926364,"E02002383","E02002364",17,0,0,0,4,0,0,9,4,0,0,0,7110.6564487578,0.0723598209,1.2301169547,1.2301169547,-1.5711081108,53.8110117037,-1.4664255759,53.8267392129,2529,8873,2842,10293
"4869",4868,4869,926365,"E02002383","E02002366",5,0,0,0,5,0,0,0,0,0,0,0,5377.4184387196,0.1023398141,0.5116990705,0.5116990705,-1.5711081108,53.8110117037,-1.4940384943,53.827020389,1935,7142,2212,7799
"4870",4869,4870,926366,"E02002383","E02002367",3,0,0,0,1,0,0,1,0,0,1,0,1823.7974195585,0.2083090909,0.6249272728,0.6249272728,-1.5711081108,53.8110117037,-1.5512470911,53.822437902,1313,3612,1628,3417
"4871",4870,4871,926367,"E02002383","E02002368",4,0,0,0,0,0,0,3,0,0,1,0,7662.1589211476,0.0648029217,0.2592116868,0.2592116868,-1.5711081108,53.8110117037,-1.6852862057,53.8243425956,2810,10682,3696,12629
"4872",4871,4872,926368,"E02002383","E02002369",2,0,0,0,2,0,0,0,0,0,0,0,6135.689905263,0.0879390968,0.1758781937,0.1758781937,-1.5711081108,53.8110117037,-1.479266593,53.820355325,2000,7836,2240,8612
"4874",4873,4874,926370,"E02002383","E02002371",16,0,0,0,5,1,0,6,1,0,3,0,2806.6719676465,0.1711342063,2.7381473016,2.7381473016,-1.5711081108,53.8110117037,-1.530848943,53.8193025853,1122,4123,1132,4238
"4875",4874,4875,926371,"E02002383","E02002373",51,0,0,2,1,0,0,8,1,3,36,0,1070.9876550634,0.2421566773,12.3499905438,9.3499905438,-1.5711081108,53.8110117037,-1.5813803838,53.8184752721,431,1311,450,1389
"4876",4875,4876,926372,"E02002383","E02002374",15,0,0,0,2,3,0,4,0,0,4,2,1898.2055742906,0.2052320643,3.0784809643,3.0784809643,-1.5711081108,53.8110117037,-1.5978264373,53.8174200785,617,2380,674,2400
"4877",4876,4877,926373,"E02002383","E02002375",7,0,0,1,1,0,0,2,0,1,2,0,3829.378004303,0.1394779988,0.9763459913,-0.0236540087,-1.5711081108,53.8110117037,-1.6270046147,53.8205240553,1397,4237,1684,5979
"4878",4877,4878,926374,"E02002383","E02002376",2,0,0,0,0,0,0,1,1,0,0,0,4666.4073153777,0.1179783357,0.2359566713,0.2359566713,-1.5711081108,53.8110117037,-1.5006442299,53.815492733,1553,5788,1801,6427
"4879",4878,4879,926375,"E02002383","E02002377",9,0,0,0,2,0,0,6,0,0,1,0,3437.5233835901,0.1508487679,1.3576389112,1.3576389112,-1.5711081108,53.8110117037,-1.5194226834,53.8153651938,1120,4440,1373,5107
"4880",4879,4880,926376,"E02002383","E02002379",3,0,0,0,1,0,0,2,0,0,0,0,7061.6431735634,0.0730726272,0.2192178816,0.2192178816,-1.5711081108,53.8110117037,-1.4640100536,53.814328863,2182,8582,2415,9136
"4881",4880,4881,926377,"E02002383","E02002380",1,0,0,0,0,0,0,1,0,0,0,0,4649.7966077267,0.1183709282,0.1183709282,0.1183709282,-1.5711081108,53.8110117037,-1.6413464562,53.8153341658,1772,5448,2102,7867
"4882",4881,4882,926378,"E02002383","E02002382",5,0,0,0,1,0,0,3,1,0,0,0,3882.5170664582,0.138003502,0.6900175098,0.6900175098,-1.5711081108,53.8110117037,-1.5121470392,53.8110109367,1345,4717,1598,5454
"4884",4883,4884,926380,"E02002383","E02002384",99,0,0,0,8,2,0,18,3,3,65,0,1720.4965232208,0.2126575595,21.0530983888,18.0530983888,-1.5711081108,53.8110117037,-1.5450850219,53.8096337814,641,2445,689,2416
"4885",4884,4885,926381,"E02002383","E02002385",56,0,0,0,3,0,0,12,5,5,30,1,824.2409718762,0.2544067287,14.2467768054,9.2467768054,-1.5711081108,53.8110117037,-1.5824764839,53.8079116016,222,1070,222,1070
"4887",4886,4887,926383,"E02002383","E02002387",5,0,0,0,1,0,0,4,0,0,0,0,4230.8182618598,0.128717338,0.6435866902,0.6435866902,-1.5711081108,53.8110117037,-1.6352400439,53.808721822,1855,6013,1912,6197
"4888",4887,4888,926384,"E02002383","E02002388",6,0,0,0,2,0,0,4,0,0,0,0,2588.8375695042,0.1787547868,1.0725287211,1.0725287211,-1.5711081108,53.8110117037,-1.6102509195,53.8088425684,1103,4308,1144,4412
"4889",4888,4889,926385,"E02002383","E02002390",4,0,0,0,4,0,0,0,0,0,0,0,6718.7017862798,0.0782604305,0.3130417219,0.3130417219,-1.5711081108,53.8110117037,-1.4693922426,53.8062954254,2277,8060,3844,11437
"4890",4889,4890,926386,"E02002383","E02002391",4,0,0,0,1,0,0,3,0,0,0,0,6421.6936639825,0.0830500752,0.3322003009,0.3322003009,-1.5711081108,53.8110117037,-1.6682097793,53.8056954082,2314,7554,2694,10151
"4891",4890,4891,926387,"E02002383","E02002392",248,0,0,5,15,3,0,19,2,11,193,0,978.115109383,0.2466966521,61.1807697251,50.1807697251,-1.5711081108,53.8110117037,-1.5609149148,53.8046175701,413,1212,503,1399
"4892",4891,4892,926388,"E02002383","E02002393",26,0,0,0,6,0,0,15,1,1,3,0,3195.9431226274,0.1583161289,4.1162193524,3.1162193524,-1.5711081108,53.8110117037,-1.523831007,53.804524144,1050,4246,1123,4318
"4893",4892,4893,926389,"E02002383","E02002394",3,0,0,1,2,0,0,0,0,0,0,0,4142.5919267188,0.1310087467,0.39302624,0.39302624,-1.5711081108,53.8110117037,-1.5096383515,53.8031039327,1474,5492,1517,5592
"4895",4894,4895,926391,"E02002383","E02002396",6,0,0,0,2,0,0,1,2,0,1,0,2851.2435912177,0.1696154399,1.0176926395,1.0176926395,-1.5711081108,53.8110117037,-1.611086847,53.8011739849,1297,3901,1407,4125
"4896",4895,4896,926392,"E02002383","E02002397",1,0,0,0,0,0,0,1,0,0,0,0,5107.4960275285,0.1080164218,0.1080164218,0.1080164218,-1.5711081108,53.8110117037,-1.646020275,53.7991338977,2213,6848,2521,7817
"4897",4896,4897,926393,"E02002383","E02002398",4,0,0,0,0,0,0,1,0,3,0,0,7910.8047179856,0.0616591435,0.2466365738,-2.7533634262,-1.5711081108,53.8110117037,-1.460795059,53.7829085208,2431,9334,3180,10698
"4898",4897,4898,926394,"E02002383","E02002399",12,0,0,0,7,0,0,3,0,0,2,0,5222.7275630123,0.1055555086,1.2666661027,1.2666661027,-1.5711081108,53.8110117037,-1.5026560497,53.78732075,1568,6213,2142,6797
"4899",4898,4899,926395,"E02002383","E02002400",52,0,0,2,9,4,0,12,2,3,20,0,1634.0408599856,0.2163666241,11.2510644534,8.2510644534,-1.5711081108,53.8110117037,-1.5794874121,53.7971878792,822,2693,887,2219
"4902",4901,4902,926398,"E02002383","E02002404",6,0,0,0,0,0,0,4,0,2,0,0,4037.2531773704,0.1337980855,0.8027885132,-1.1972114868,-1.5711081108,53.8110117037,-1.5185093357,53.7923791487,1329,4979,1899,5279
"4904",4903,4904,926400,"E02002383","E02002407",1,0,0,0,1,0,0,0,0,0,0,0,3392.3927080551,0.1522165127,0.1522165127,0.1522165127,-1.5711081108,53.8110117037,-1.609748378,53.7908519873,1150,4077,1152,4094
"4905",4904,4905,926401,"E02002383","E02002408",4,0,0,0,1,0,1,2,0,0,0,0,5951.199589461,0.0912444854,0.3649779416,0.3649779416,-1.5711081108,53.8110117037,-1.6531563541,53.7886108817,2415,7911,2879,9233
"4906",4905,4906,926402,"E02002383","E02002409",2,0,0,0,1,0,0,0,0,0,1,0,5036.1989870978,0.1095677059,0.2191354119,0.2191354119,-1.5711081108,53.8110117037,-1.6306694818,53.782634954,2010,6271,2038,6218
"4907",4906,4907,926403,"E02002383","E02002410",8,0,0,0,0,0,0,2,2,2,1,1,2790.2374672403,0.1716976328,1.3735810627,-0.6264189373,-1.5711081108,53.8110117037,-1.5870002098,53.7877647368,1042,3603,1078,3680
"4908",4907,4908,926404,"E02002383","E02002411",29,0,0,1,9,1,0,2,2,5,9,0,2989.7084498986,0.1649827272,4.7844990883,-0.2155009117,-1.5711081108,53.8110117037,-1.5612145536,53.7847868814,1034,4395,1034,4395
"4909",4908,4909,926405,"E02002383","E02002412",4,0,0,0,2,0,0,1,1,0,0,0,4511.2309810341,0.1216972348,0.4867889393,0.4867889393,-1.5711081108,53.8110117037,-1.6064431662,53.7762799407,2062,6136,2105,6215
"4910",4909,4910,926406,"E02002383","E02002414",16,0,0,0,4,0,0,7,0,1,4,0,3677.3893364317,0.1437829121,2.300526594,1.300526594,-1.5711081108,53.8110117037,-1.5451628768,53.781746077,1185,5354,1211,5510
"4911",4910,4911,926407,"E02002383","E02002415",1,0,0,0,0,0,0,0,1,0,0,0,4326.5002050265,0.1262775717,0.1262775717,0.1262775717,-1.5711081108,53.8110117037,-1.5495116861,53.7742881837,1506,5869,1512,5903
"4914",4913,4914,926410,"E02002383","E02002419",21,0,0,1,6,0,0,7,2,2,3,0,4351.5748392688,0.1256458841,2.6385635667,0.6385635667,-1.5711081108,53.8110117037,-1.5759700333,53.7720065627,1539,6043,1734,6667
"4915",4914,4915,926411,"E02002383","E02002420",6,0,0,0,3,0,0,3,0,0,0,0,5098.5035207112,0.1082108643,0.6492651856,0.6492651856,-1.5711081108,53.8110117037,-1.5544406537,53.7662624593,1708,6721,1799,6976
"4916",4915,4916,926412,"E02002383","E02002421",2,0,0,0,0,0,0,0,0,0,2,0,5631.5290174923,0.0972686435,0.194537287,0.194537287,-1.5711081108,53.8110117037,-1.5311318696,53.766273027,1953,7753,2107,8568
"4917",4916,4917,926413,"E02002383","E02002422",33,0,0,0,20,0,0,8,3,0,1,1,5928.689376526,0.091656198,3.0246545355,3.0246545355,-1.5711081108,53.8110117037,-1.5870012411,53.7585630809,2151,7701,2593,8837
"4918",4917,4918,926414,"E02002383","E02002424",4,0,0,0,2,0,0,2,0,0,0,0,6640.1565879322,0.0794995338,0.3179981351,0.3179981351,-1.5711081108,53.8110117037,-1.6160378671,53.7575906876,2598,8453,3348,10865
"4921",4920,4921,926417,"E02002383","E02002428",4,0,0,0,0,0,0,3,1,0,0,0,6858.6767326395,0.0760999135,0.304399654,0.304399654,-1.5711081108,53.8110117037,-1.5367152244,53.7528293516,2423,9702,2542,9966
"4923",4922,4923,926419,"E02002383","E02002430",2,0,0,0,0,0,0,2,0,0,0,0,7088.6093419016,0.0726795903,0.1453591806,0.1453591806,-1.5711081108,53.8110117037,-1.5552160268,53.7479997938,2531,8523,2660,8966
"4924",4923,4924,926420,"E02002383","E02002431",7,0,0,0,2,0,0,5,0,0,0,0,7509.2361421277,0.0668155105,0.4677085733,0.4677085733,-1.5711081108,53.8110117037,-1.582351837,53.7438491095,2697,10123,3594,11077
"4926",4925,4926,926422,"E02002383","E02002433",4,0,0,1,0,0,0,3,0,0,0,0,7957.1313184943,0.0610904902,0.2443619608,0.2443619608,-1.5711081108,53.8110117037,-1.5993137073,53.7414729237,3073,10306,4130,12293
"4929",4928,4929,926563,"E02002383","E02006852",29,0,0,0,8,0,0,7,0,4,10,0,2634.557678433,0.1771276996,5.1367032877,1.1367032877,-1.5711081108,53.8110117037,-1.5867043323,53.832819017,1013,3162,1197,3969
"4930",4929,4930,926564,"E02002383","E02006861",71,0,0,1,12,1,0,6,2,2,47,0,873.3264046281,0.251921415,17.8864204666,15.8864204666,-1.5711081108,53.8110117037,-1.5650215028,53.8179856472,509,1313,519,1361
"4931",4930,4931,926567,"E02002383","E02006875",707,0,1,44,167,22,1,58,9,27,378,0,2352.2280317031,0.1874171476,132.5039233571,105.5039233571,-1.5711081108,53.8110117037,-1.5455825172,53.7962246679,785,3325,1116,3091
"4932",4931,4932,926568,"E02002383","E02006876",42,0,0,0,19,0,0,12,2,2,7,0,5315.9888862529,0.1036049074,4.3514061107,2.3514061107,-1.5711081108,53.8110117037,-1.5182092462,53.7749327017,1501,6877,1533,7476
"4943",4942,4943,926737,"E02002384","E02002341",6,0,0,0,4,0,0,2,0,0,0,0,6716.6267785264,0.0782929154,0.4697574925,0.4697574925,-1.5450850219,53.8096337814,-1.5553319814,53.869697221,2608,8521,2869,9543
"4944",4943,4944,926738,"E02002384","E02002342",3,0,0,0,2,0,0,1,0,0,0,0,7807.571067911,0.0629454363,0.188836309,0.188836309,-1.5450850219,53.8096337814,-1.6224194963,53.8628501517,2753,8887,3344,10535
